meta_prompt,obj1,obj2,obj3,style1,style2,style3,synthetic_prompt
"In one sentence, Describe a black and white scene about zebra.",zebra,,,,,,a herd of zebra galloping across a starkly contrasting black and white landscape.
"In one sentence, Describe a rainy scene about kite.",kite,,,,,,"a kite is flying in the sky, its vibrant colors contrasting against the grey sky, as raindrops fall gently around it."
"In one sentence, Describe a colored scene about scissors.",scissors,,,,,,"a bright yellow pair of scissors sits atop a vibrant green cloth, glinting in the sun."
"In one sentence, Describe a night scene about tennis racket.",tennis racket,,,,,,"a night scene of a tennis court illuminated by the moonlight, with a single tennis racket lying on the ground waiting to be used."
"In one sentence, Describe a sunny scene about bear.",bear,,,,,,"a bear is happily enjoying a sunny day in a meadow full of wildflowers, with a bright blue sky overhead."
"In one sentence, Describe a morning scene about bear.",bear,,,,,,"a sleepy bear slowly wakes up to the morning sunlight, stretching and yawning after a long night's rest."
"In one sentence, Describe a morning scene about fire hydrant.",fire hydrant,,,,,,a sun-drenched morning scene of a fire hydrant surrounded by blades of grass glistening with dew.
"In one sentence, Describe a sketch scene about laptop.",laptop,,,,,,"a woman is sitting at a cafe typing away on her laptop, with a cup of coffee and a notepad next to her."
"In one sentence, Describe a colored scene about traffic light.",traffic light,,,,,,"a bright red, yellow, and green traffic light is illuminating the street, creating a vivid and vibrant atmosphere."
"In one sentence, Describe a night scene about orange.",orange,,,,,,a night sky illuminated by the warm glow of an orange sunset.
"In one sentence, Describe a morning scene about hair drier.",hair drier,,,,,,"a woman standing in her bathroom, blow-drying her hair while the sun begins to rise outside."
"In one sentence, Describe a night scene about fork.",fork,,,,,,"the stars twinkle in the night sky above a fork in the road, providing a peaceful yet mysterious atmosphere."
"In one sentence, Describe a real scene about cat.",cat,,,,,,"a black and white cat is sitting in a sunbeam, lazily grooming itself."
"In one sentence, Describe a real scene about toilet.",toilet,,,,,,"a person is standing in the bathroom, wiping their hands on a towel after washing them in the sink next to the toilet."
"In one sentence, Describe a black and white scene about boat.",boat,,,,,,"a lone boat sits in the middle of a calm, moonlit lake, its stark white sails illuminated against the dark night sky."
"In one sentence, Describe a rainy scene about tennis racket.",tennis racket,,,,,,"a tennis racket sits alone in the rain, its strings drooping sadly as the rain drops slowly drip off its frame."
"In one sentence, Describe a animation scene about remote.",remote,,,,,,"a family is gathered around a laptop, laughing and interacting as they watch an animated movie together while being physically separated by the remote connection."
"In one sentence, Describe a animation scene about stop sign.",stop sign,,,,,,a stop sign is animatedly waving its arms to signal a stop in a busy intersection.
"In one sentence, Describe a black and white scene about carrot.",carrot,,,,,,a black and white scene of a carrot sitting on a white plate against a contrasting black background.
"In one sentence, Describe a cloudy scene about sports ball.",sports ball,,,,,,"a cloudy day with a grey sky and a soft breeze blowing through the air, carrying the sound of a sports ball bouncing off the pavement."
"In one sentence, Describe a colored scene about clock.",clock,,,,,,"a bright blue sky filled with shining golden stars, with a giant clock in the center ticking away the seconds."
"In one sentence, Describe a sketch scene about remote.",remote,,,,,,"two friends, who are now living in different cities due to the pandemic, are video chatting and trying to come up with ideas for a sketch they can perform remotely."
"In one sentence, Describe a night scene about elephant.",elephant,,,,,,"a night sky is illuminated by a full-moon, while an elephant peacefully grazes in the grassy meadow."
"In one sentence, Describe a morning scene about fire hydrant.",fire hydrant,,,,,,"a bright morning sun glints off the red paint of a fire hydrant, providing a vivid splash of color against the grey pavement."
"In one sentence, Describe a colored scene about dog.",dog,,,,,,a golden retriever is running in a meadow of vibrant wildflowers beneath a bright blue sky.
"In one sentence, Describe a night scene about sports ball.",sports ball,,,,,,"a night scene of a sports ball game would be illuminated by the stadium lights, with the crowd cheering and the players running across the field."
"In one sentence, Describe a rainy scene about cell phone.",cell phone,,,,,,"the rain is pouring down, creating a peaceful atmosphere as the sound of cell phones ringing and vibrating can be heard in the distance."
"In one sentence, Describe a morning scene about frisbee.",frisbee,,,,,,a group of friends enjoying the morning sun while playing frisbee in a park.
"In one sentence, Describe a colored scene about parking meter.",parking meter,,,,,,"a bright yellow parking meter stands out among the sea of cars, its red flag indicating that it is still in use."
"In one sentence, Describe a cloudy scene about sheep.",sheep,,,,,,"a flock of sheep are grazing in a grassy meadow, their white wool contrasting against the grey sky above them."
"In one sentence, Describe a sketch scene about backpack.",backpack,,,,,,"a young girl is walking down a street carrying a heavy backpack, struggling to keep it balanced on her back."
"In one sentence, Describe a animation scene about vase.",vase,,,,,,"a vase is slowly spinning in the center of the scene, surrounded by animated flowers and butterflies."
"In one sentence, Describe a real scene about skateboard.",skateboard,,,,,,"a teenage boy is skating down the street on his skateboard, performing tricks and jumps along the way."
"In one sentence, Describe a sketch scene about skateboard.",skateboard,,,,,,"a teenage boy is skating down the street, jumping over objects and performing tricks with his skateboard."
"In one sentence, Describe a animation scene about apple.",apple,,,,,,"a cartoon apple is dancing around a tree, singing and laughing."
"In one sentence, Describe a cloudy scene about suitcase.",suitcase,,,,,,"a suitcase sits alone on a cloudy day, waiting to be filled with memories of a journey yet to come."
"In one sentence, Describe a colored scene about clock.",clock,,,,,,"a bright yellow sun is shining over a large grandfather clock, its hands ticking away slowly in a peaceful green meadow."
"In one sentence, Describe a black and white scene about couch.",couch,,,,,,a black and white scene of a cozy couch in a living room with a white throw blanket draped over the back.
"In one sentence, Describe a animation scene about person.",person,,,,,,"a person is running across a field of flowers, laughing and enjoying the moment."
"In one sentence, Describe a real scene about umbrella.",umbrella,,,,,,"a woman is walking down the street on a rainy day, holding a bright red umbrella over her head."
"In one sentence, Describe a real scene about person.",person,,,,,,"a person is sitting in a chair, smiling and looking out the window at the bright sunshine."
"In one sentence, Describe a cloudy scene about train.",train,,,,,,"a train slowly chugs through a foggy landscape, its whistle echoing through the cloudy sky."
"In one sentence, Describe a black and white scene about horse.",horse,,,,,,a white horse gallops across a starkly contrasting black and white landscape.
"In one sentence, Describe a rainy scene about bench.",bench,,,,,,"a lone bench sits in a park, surrounded by a gloomy sky and the sound of rain pattering against the ground."
