original_prompts,edited_prompts_1,edited_prompts_2,edited_prompts_3,d1,d2,d3,min,avg
a black and white photo of a laptop on a picnic table with a hot dog beside it.,a black and white photo of a laptop on a picnic table with a hot dog,photo of a laptop on a picnic table with hot dogs beside it,an image of a laptop sitting on a picnic table with a hot dog,23,34,47,11,34.6666666666667
"at a sketch night, a scene was drawn of a person eating a sandwich on a bus while wearing a tie.",at a sketch night a scene was drawn of a person eating a sandwich on a bus wearing a tie,the scene was drawn on sketch night of a person eating a sandwich on a bus while wearing a tie,the scene was drawn on sketch night of a person eating a sandwich on a bus with a tie,19,37,48,11,34.6666666666667
"the night sky is illuminated by a soft, blue glow, as a toothbrush sits atop a neatly made bed in the corner of the room.",the night sky is illuminated by a soft blue glow as a toothbrush sits in the corner of the room,it's a soft blue glow as a toothbrush sits on a neatly made bed in a corner of the room,it's a soft blue glow as a toothbrush sits in the corner of the room on a neatly made mattress,36,47,81,11,54.6666666666667
a black and white scene of a busy intersection with a traffic light changing from red to green.,a black and white scene of a busy intersection with a traffic light changing from red into green,a black and white scene of a busy intersection with a red traffic light changing to green,a black and white scene of a busy intersection with a red and green traffic light,15,26,45,11,28.6666666666667
a flock of black and white birds soaring through a cloudy sky.,a flock of black and white birds flying through the clouds,birds flying through a cloudy sky,birds flying in the clouds,24,44,55,11,41.0
"the rain patters against the window as the microwave hums, filling the room with the scent of warm apple pie.",the rain patters against the window as the microwave hums filling the room with the smell of warm apple pie,the rain falls on the window as the microwave hums filling the room with the smell of warm apple pie,when the microwave is hummed it's raining against the window and the smell of apple pie fills the room,16,27,85,11,42.6666666666667
"on a rainy night, a skateboarder glides through the street, steam rising from the hot cup of coffee in their hand.",on a rainy night a skateboarder glides through the street steam rising from the hot cup of coffee in his hand,on a rainy night a skateboarder glides through the street steam rising from the hot cup of coffee,one night a skateboarder glides through the street with a hot cup of coffee in hand,16,27,46,11,29.6666666666667
"a cloudy sky looms overhead as a lone wine glass sits on a table, its contents reflecting the dull light of the day.",a cloudy sky looms overhead as a single wine glass sits on a table reflecting the dull light of the day,a cloudy sky looms overhead as a single glass of wine sits on the table reflecting the dull light of the day,there is a cloudy sky as a glass of wine sits on a table,30,41,85,11,52.0
"the sun is just beginning to rise, and the warm smell of freshly-baked bread wafts from the oven, filling the kitchen with a cozy, comforting aroma.",the sun is rising and the warm smell of freshly baked bread wafts from the oven filling the kitchen with a cozy comforting aroma,and the warm smell of freshly baked bread wafts from the oven filling the kitchen with a cozy comforting aroma,and the warm smell of freshly baked bread wafts out of the oven filling the kitchen with a cozy comforting smell ',32,48,59,11,46.3333333333333
a black and white scene of a freshly-baked white cake adorned with blackberries on top.,a black and white scene of a white cake with blackberries on top,an image of a white cake freshly baked with blackberries on top,an image of a white cake decorated with blackberries,35,46,57,11,46.0
"a car drives slowly down a wet, grey street, its headlights reflecting off the surface of a half-empty wine glass on the sidewalk.",a car slowly drives down a wet grey street its headlights reflect off the surface of a half-empty glass on the sidewalk,a car slowly drives down a wet grey street its headlights reflect off the surface of a half-empty wine glass,on a wet grey street the car's headlights reflect off the surface of a half-empty wine glass,30,41,62,11,44.3333333333333
"a single, crystal-clear wine glass stands out in stark contrast against a dark, monochromatic background.",a single crystal clear wine glass stands out in stark contrast against a dark monochromatic backdrop,a single crystal-clear wine glass stands out against a dark monochromatic background,a single clear crystal wine glass stands out against a dark monochromatic background,18,31,42,11,30.3333333333333
"a black and white scene of a toaster sitting on a kitchen counter, ready to be used.",a black and white scene of a toaster on a kitchen counter ready for use,an image of the toaster sitting on the kitchen counter ready to be used,an image of the toaster sitting on the kitchen counter ready to be used is black and white,26,37,55,11,39.3333333333333
"a brown bear is standing in a meadow surrounded by a vibrant array of wildflowers in shades of yellow, purple, and pink.",a brown bear stands in a meadow surrounded by wildflowers in shades of yellow purple and pink,a brown bear stands in a meadow surrounded by colorful wildflowers in shades of pink purple yellow and pink,and in a field of wildflowers in shades of pink purple yellow and pink a brown bear stands,38,49,97,11,61.3333333333333
a black and white cloudy scene of a zebra standing in a field with a bottle in its mouth is depicted.,a black and white cloudy scene of a zebra standing in a field with a bottle in his mouth is depicted,it depicts a black and white cloudy scene of the zebra standing in a field with a bottle in its mouth,a black and white cloudy scene is depicted of a zebra standing in a field with a bottle in his mouth,15,26,39,11,26.6666666666667
"a night sky is illuminated by a full-moon, while an elephant peacefully grazes in the grassy meadow.",the night sky is illuminated by a full moon while an elephant grazes peacefully in the grassy meadow,a full moon illuminates the night sky while an elephant peacefully grazes in the grassy meadow,a full moon illuminates the night sky while an elephant grazes peacefully in the grassy meadow,27,38,52,11,39.0
