,meta_prompt,synthetic_prompt
476,"In one sentence, Describe a night scene about book, which makes us feel anger.","['the night sky is illuminated by the burning of books, filling the air with a sense of anger and injustice.', 'the night sky is illuminated by the light of the full moon, but its beauty is marred by the sight of a book burning in the distance, sparking feelings of rage and injustice.', 'a night scene about a book that makes us feel anger might be one in which a character is denied access to knowledge and resources, and is instead met with hostility and oppression.', 'a night scene of a book that makes us feel angry could involve a character being unfairly treated or denied justice, with the darkness of the night emphasizing the injustice of the situation.']"
477,"In one sentence, Describe a real scene about pizza, which makes us feel amusement.","['four friends are having a pizza party, and one of them is accidentally wearing a pizza-shaped hat, which is making everyone laugh.', 'four kids are arguing over who gets the last slice of pizza, while their parents try to intervene, resulting in a comical situation.', 'the sight of a hungry toddler trying to pick up an entire slice of pizza with their tiny hands, only to drop it and have it splatter all over the floor, is enough to make', 'a large group of friends gathering around a pizza, laughing and joking while they eat it, creates an amusing atmosphere.']"
478,"In one sentence, Describe a real scene about donut, which makes us feel anger.","['seeing a rat running away with a donut in its mouth makes us feel angry.', 'seeing a child grab the last donut from the box and then drop it on the floor and walk away, leaving it there, makes us feel angry.', 'seeing a child snatch a donut from a bakery display case without paying for it, leaving the shopkeeper feeling helpless and angry.', 'seeing a child take the last donut from the box without asking, leaving nothing for anyone else, is enough to make anyone feel angry.']"
479,"In one sentence, Describe a animation scene about book, which makes us feel awe.","['a scene of a book coming to life with its pages flipping and its characters leaping off the page, creating a stunningly beautiful animation that fills us with awe.', 'a group of books come alive and start to dance around the room, creating a beautiful and awe-inspiring scene.', 'a scene of a book opening up to reveal a breathtakingly beautiful 3d animation of its contents, filled with intricate details and vibrant colors, is sure to elicit a feeling of awe.', 'a magical animation scene of a book opening and its pages slowly flipping to reveal a breathtakingly beautiful illustration of a fantastical world filled with vibrant colors and intricate details, leaving us in awe.']"
480,"In one sentence, Describe a real scene about keyboard, which makes us feel awe.","[""the sound of a concert grand piano filling the room with its majestic tones, while the pianist's fingers gracefully dance across the keys, is enough to leave any listener in awe."", ""watching a professional pianist's fingers gracefully gliding across the keyboard, creating a beautiful melody that fills the room with awe."", 'the sound of hundreds of fingers typing in perfect synchronization on hundreds of keyboards in a large room creates an awe-inspiring symphony of clicks and clacks.', 'the sight of a master pianist playing a complicated piece on a grand piano with the keys dancing beneath their fingers is awe-inspiring.']"
481,"In one sentence, Describe a sunny scene about scissors, which makes us feel anger.","['the bright sun glinting off the sharp blades of the scissors, making us feel a seething rage.', 'the blinding sun glares off the sharp blades of the scissors, fueling our rage.', 'the sun is shining brightly on a pair of scissors, which is a reminder of a frustrating task that still needs to be completed.', 'the bright sun glints off the sharp blades of the scissors, making us feel a seething anger.']"
482,"In one sentence, Describe a cloudy scene about pizza, which makes us feel disgust.","['the cloudy sky casts a dismal light on the greasy pizza, making us feel repulsed.', 'the cloudy sky is filled with the smell of burning pizza, making us feel disgusted.', 'the cloudy sky is filled with the smell of stale pizza, making us feel disgusted.', 'the cloudy sky overhead casts a grey pallor on the soggy, half-eaten pizza lying on the sidewalk, making us feel disgusted.']"
483,"In one sentence, Describe a real scene about sandwich, which makes us feel fear.","['a rat scurries out from underneath a half-eaten sandwich, its beady eyes gleaming in the dim light.', 'a menacing figure holding a large knife looms over a freshly-made sandwich, ready to strike.', 'the creepy sound of a knife slicing through stale bread as a pair of cold, dead eyes stares at you from across the room.', 'a giant, menacing sandwich looms over a group of terrified people, its sharp teeth dripping with mayonnaise.']"
484,"In one sentence, Describe a animation scene about bus, which makes us feel sadness.","['a scene of a bus slowly driving away with a young child waving goodbye to their loved one, leaving them behind in a cloud of dust, evokes a feeling of sadness.', 'a bus drives away from a small town, leaving behind a trail of dust and sadness as it disappears into the horizon.', 'a heart-wrenching animation scene of a bus slowly driving away from a small town, leaving its inhabitants behind, can evoke a sense of sadness.', 'a lone bus slowly drives away from a deserted station in the pouring rain, leaving behind a feeling of sadness and loneliness.']"
485,"In one sentence, Describe a rainy scene about toothbrush, which makes us feel disgust.","['the rain is pouring down, creating a dreary atmosphere as a used toothbrush lies in a puddle, making us feel disgusted.', 'a rainy scene of a toothbrush lying in a puddle of murky water, making us feel disgusted.', 'a scene of a toothbrush sitting in a puddle of rainwater, making us feel disgusted and repulsed.', 'a scene of a rain-soaked toothbrush lying on the ground is enough to make us feel disgusted.']"
486,"In one sentence, Describe a night scene about train, which makes us feel awe.","['the night sky is illuminated by a passing train, its white light piercing through the darkness and casting a beautiful, awe-inspiring glow across the landscape.', 'the moonlight glistening off the tracks as the train chugs along, its smoke billowing in the night sky, creates an awe-inspiring sight.', 'the night sky is illuminated by the bright headlights of the train as it moves slowly along the tracks, creating an awe-inspiring sight.', 'the moonlight reflecting off the train tracks creates a mesmerizing and awe-inspiring night scene.']"
