meta_prompt,n1,obj1,obj2,chatgpt_out,synthetic_prompt
"one sentence of 1 words about kite, the 1 words should be between double quotes.",1,,,"""fly!""","a sign written on it ""fly!"""
"one sentence of 1 words about cake, the 1 words should be between double quotes.",1,,,"""yum!""","a sign written on it ""yum!"""
"one sentence of 3 words about banana, the 3 words should be between double quotes.",3,,,"""yellow, curved fruit""","a sign written on it ""yellow, curved fruit"""
"one sentence of 1 words about airplane, the 1 words should be between double quotes.",1,,,"""fly!""","a sign written on it ""fly!"""
"one sentence of 1 words about stop sign, the 1 words should be between double quotes.",1,,,"""stop!""","a sign written on it ""stop!"""
"one sentence of 1 words about dining table, the 1 words should be between double quotes.",1,,,"""elegant.""","a sign written on it ""elegant."""
"one sentence of 3 words about person, the 3 words should be between double quotes.",3,,,"""caring, creative, compassionate""","a sign written on it ""caring, creative, compassionate"""
"one sentence of 3 words about backpack, the 3 words should be between double quotes.",3,,,"""carrying essential stuff.""","a sign written on it ""carrying essential stuff."""
"one sentence of 2 words about wine glass, the 2 words should be between double quotes.",2,,,"""elegant vessel"".","a sign written on it ""elegant vessel""."
"one sentence of 2 words about toilet, the 2 words should be between double quotes.",2,,,"""potty training""","a sign written on it ""potty training"""
"one sentence of 2 words about couch, the 2 words should be between double quotes.",2,,,"""comfortable seating""","a sign written on it ""comfortable seating"""
"one sentence of 2 words about train, the 2 words should be between double quotes.",2,,,"""choo choo!""","a sign written on it ""choo choo!"""
"one sentence of 3 words about laptop, the 3 words should be between double quotes.",3,,,"""laptop is convenient.""","a sign written on it ""laptop is convenient."""
"one sentence of 1 words about bottle, the 1 words should be between double quotes.",1,,,"""bottle!""","a sign written on it ""bottle!"""
"one sentence of 3 words about pizza, the 3 words should be between double quotes.",3,,,"""pizza is delicious""","a sign written on it ""pizza is delicious"""
"one sentence of 3 words about couch, the 3 words should be between double quotes.",3,,,"""comfy, cozy couch.""","a sign written on it ""comfy, cozy couch."""
"one sentence of 2 words about cow, the 2 words should be between double quotes.",2,,,"""moo cow""","a sign written on it ""moo cow"""
"one sentence of 1 words about tennis racket, the 1 words should be between double quotes.",1,,,"""smash!""","a sign written on it ""smash!"""
"one sentence of 1 words about carrot, the 1 words should be between double quotes.",1,,,"""crunchy!""","a sign written on it ""crunchy!"""
"one sentence of 3 words about carrot, the 3 words should be between double quotes.",3,,,"""crunchy orange vegetable""","a sign written on it ""crunchy orange vegetable"""
"one sentence of 1 words about cat, the 1 words should be between double quotes.",1,,,"""purrrfect!""","a sign written on it ""purrrfect!"""
"one sentence of 2 words about kite, the 2 words should be between double quotes.",2,,,"""flying fun""","a sign written on it ""flying fun"""
"one sentence of 2 words about teddy bear, the 2 words should be between double quotes.",2,,,"""cuddly cuteness""","a sign written on it ""cuddly cuteness"""
"one sentence of 2 words about bench, the 2 words should be between double quotes.",2,,,"""sitting bench""","a sign written on it ""sitting bench"""
"one sentence of 2 words about person, the 2 words should be between double quotes.",2,,,"""smart"" person.","a sign written on it ""smart"" person."
"one sentence of 1 words about baseball bat, the 1 words should be between double quotes.",1,,,"""smack!""","a sign written on it ""smack!"""
"one sentence of 1 words about book, the 1 words should be between double quotes.",1,,,"""captivating!""","a sign written on it ""captivating!"""
"one sentence of 3 words about zebra, the 3 words should be between double quotes.",3,,,"""striped equine mammal""","a sign written on it ""striped equine mammal"""
"one sentence of 3 words about handbag, the 3 words should be between double quotes.",3,,,"""stylish, functional, chic""","a sign written on it ""stylish, functional, chic"""
"one sentence of 2 words about donut, the 2 words should be between double quotes.",2,,,"""tasty treat""","a sign written on it ""tasty treat"""
"one sentence of 2 words about laptop, the 2 words should be between double quotes.",2,,,"""portable computing""","a sign written on it ""portable computing"""
"one sentence of 1 words about bear, the 1 words should be between double quotes.",1,,,"""furry!""","a sign written on it ""furry!"""
"one sentence of 1 words about carrot, the 1 words should be between double quotes.",1,,,"""crunchy!""","a sign written on it ""crunchy!"""
"one sentence of 3 words about airplane, the 3 words should be between double quotes.",3,,,"""flying is freedom.""","a sign written on it ""flying is freedom."""
"one sentence of 1 words about book, the 1 words should be between double quotes.",1,,,"""captivating!""","a sign written on it ""captivating!"""
"one sentence of 2 words about handbag, the 2 words should be between double quotes.",2,,,"""stylish accessory""","a sign written on it ""stylish accessory"""
"one sentence of 2 words about vase, the 2 words should be between double quotes.",2,,,"""flower vase""","a sign written on it ""flower vase"""
"one sentence of 1 words about skateboard, the 1 words should be between double quotes.",1,,,"""smooth!""","a sign written on it ""smooth!"""
"one sentence of 3 words about zebra, the 3 words should be between double quotes.",3,,,"""striped black-white.""","a sign written on it ""striped black-white."""
"one sentence of 2 words about snowboard, the 2 words should be between double quotes.",2,,,"""snowboarding fun!""","a sign written on it ""snowboarding fun!"""
"one sentence of 2 words about broccoli, the 2 words should be between double quotes.",2,,,"""healthy vegetable""","a sign written on it ""healthy vegetable"""
"one sentence of 1 words about apple, the 1 words should be between double quotes.",1,,,"""delicious!""","a sign written on it ""delicious!"""
"one sentence of 3 words about mouse, the 3 words should be between double quotes.",3,,,"""small, furry creature""","a sign written on it ""small, furry creature"""
"one sentence of 3 words about bird, the 3 words should be between double quotes.",3,,,"""birds are chirpy.""","a sign written on it ""birds are chirpy."""
"one sentence of 1 words about bird, the 1 words should be between double quotes.",1,,,"""tweet!""","a sign written on it ""tweet!"""
"one sentence of 2 words about sandwich, the 2 words should be between double quotes.",2,,,"""tasty sandwich""","a sign written on it ""tasty sandwich"""
"one sentence of 2 words about fire hydrant, the 2 words should be between double quotes.",2,,,"""fire hydrant""","a sign written on it ""fire hydrant"""
"one sentence of 1 words about potted plant, the 1 words should be between double quotes.",1,,,"""grow!""","a sign written on it ""grow!"""
"one sentence of 2 words about sandwich, the 2 words should be between double quotes.",2,,,"""tasty treat""","a sign written on it ""tasty treat"""
"one sentence of 2 words about toilet, the 2 words should be between double quotes.",2,,,"""flush toilet""","a sign written on it ""flush toilet"""
"one sentence of 3 words about fire hydrant, the 3 words should be between double quotes.",3,,,"""fire hydrant red.""","a sign written on it ""fire hydrant red."""
"one sentence of 2 words about carrot, the 2 words should be between double quotes.",2,,,"""orange vegetable""","a sign written on it ""orange vegetable"""
"one sentence of 3 words about horse, the 3 words should be between double quotes.",3,,,"""horse are majestic.""","a sign written on it ""horse are majestic."""
"one sentence of 2 words about pizza, the 2 words should be between double quotes.",2,,,"""tastes delicious""","a sign written on it ""tastes delicious"""
"one sentence of 2 words about couch, the 2 words should be between double quotes.",2,,,"""comfortable seating""","a sign written on it ""comfortable seating"""
"one sentence of 1 words about baseball bat, the 1 words should be between double quotes.",1,,,"""smash!""","a sign written on it ""smash!"""
"one sentence of 1 words about bowl, the 1 words should be between double quotes.",1,,,"""bowls!""","a sign written on it ""bowls!"""
"one sentence of 1 words about hair drier, the 1 words should be between double quotes.",1,,,"""blow-drying.""","a sign written on it ""blow-drying."""
"one sentence of 2 words about bench, the 2 words should be between double quotes.",2,,,"""sitting bench""","a sign written on it ""sitting bench"""
"one sentence of 3 words about person, the 3 words should be between double quotes.",3,,,"""smart, creative, driven""","a sign written on it ""smart, creative, driven"""
"one sentence of 3 words about kite, the 3 words should be between double quotes.",3,,,"""fly high kite!""","a sign written on it ""fly high kite!"""
