,original_prompt,e1,e2,e3
198,"hyper - realistic character portrait afro military scientistpunk, beautiful! old lady, body armor, scarf, cloak, extreme detail, in style of pan ren wei, yoji shinkawa, ross tran, atey ghailan, greg rutkowski, greg tocchini, james gilleard, joe fenton, kaethe butcher, ruan jia, anime aesthetic ","hyper - realistic character portrait xfr) military scientistpunk, beautiful! old lady, body armor, scarf, cloak, extreme detail, in style of pan ren wei, yoji shinkawa, ross tran, atey ghailan, greg rutkowski, greg tocchini, james gilleard, joe fenton, kaethe butcher, ruan jia, anime aesthetic","hyper - realistic character portrait afro military scientistpunk, beautiful! old lady, body armor, ccarf, cloak, extreme detail, in style of pan ren wei, yoji shinkawa, roqs tran, atey ghailan, greg rutkowski, vreg tocchini, james gilleard, joe fenton, kaethe butcher, ruan jia, anime aesthetic","hyper - realistic character portrait afro military scientistpunk, beautiful! old lady, body armor, scarf, c?8ak, extreme detail, in style of pan ren wei, yoji shinkawa, ross tran, atey vhailaM, greg rutkowski, greg tocchini, james gilleard, joe fenton, kae4ne butcher, ruan jia, anime aesthetic"
199,"polished sweaty oily galactic edm gothic biotech android woman : : madison beer : : weta disney pixar movie still photo : : hi - fructose, sci fi, fantasy, decadent highly - detailed digital painting, golden ratio, octane render, artstation, smooth, sharp focus, artgerm, mucha, loish, wlop : : ","polished sweaty oily galactic edm gothic biotech android woman: : madison beer: : weta disney pixar movie still photo: : hi - fructose, sci fi, fantasy, decadent highly - detailed digital painting, golden ratio, octane render, artstation, smooth, sharp foc Tx, artgerm, mucha, loish, wlop::","polished AweaGy oily galactic edm gothic biotech android woman: : madison beer: : weta disney pixar movie still photo: : hi - fructose, sci fi, fantasy, decadent highly - detailed wigktal painting, golden ratio, octane render, artstation, smooth, sharp focus, artgerm, mucha, loish, wlop::","polished sweaty oily galactic edm gothic biotech androOd woman: : madison beer: : weta disney pixar movie still photo: : hi - fruc^ose, sci fi, fantasy, decadent hiYhly - detailed digital painting, golden ratio, octane render, artQtation, smooth, shaTp focus, artgerm, mucha, loish, wlop::"
200,"anime key visual portrait / hyperrealistic face by nixeu / ayanamikodon / greg rutkowski / tian zi, wuxia heroine, lisa form blackpink, wardrobe trending on dynasty warrior by wlop, heroine action pose sunrise, dramatic lights, soft lights, blur, 4 k octane render, artstation, pinterest, bokeh ","anime key visual portrait / hyperrealistic face by nixeu / ayanamikodon / greg rutkowski / tian zi, wuxia heroine, lisa form blackpink, wardrobe trending on dynasty warrior by wlop, heroine action pose sunrise, dramatic lights, doft lights, blur, 4 k octane rfnder, artstation, pinterest, bokeh","anime key vOsual portrait / hyperrealistic face by nixeu / ayanamikodon / greg rutkowski / tian zi, wuxia heroine, lisa form blackpink, wardEobe trending on dynasty warrior by wlop, heroine action pose sunrise, dramatic lights, soft lights, blur, 4 k octane renSer, artstation, pinterest, bokeh","anime key bisual portra&t / hyperrealistic face by nixeu / ayanamikodon / greg rutkowski / 5ian zi, wuxia heroine, lisa form blackpink, wardrobe trending on dynasty warrior by wlop, heroine action pose sunrise, dramat9c lights, sort lights, blur, 4 k octane render, artstation, pinterest, bokeh"
201,"mechwarrior 5 : mercenaries mech megaman transformer robot boss tank engine game octane render, 4 k, hd 2 0 2 2 3 d cgi rtx hdr style chrome reflexion glow fanart, global illumination ray tracing hdr fanart arstation by ian pesty by jesper ejsing pixar and disney unreal zbrush central hardmesh ","mechwarrior 5: mercenaries mech megamzn transformer robot boss tank engine game octane render, 4 k, hd 2 0 2 2 3 d cgi rtx hdr style chrome reflexion glow fanart, global illumination ray tracing hdr fanart arstation by ian pesty by jesper ejsing pixar and disney unreal zbr7sh central hardmesh","mechwarrior 5: mercenaries hech megaman transformer robot boss tank engine game octane render, 4 k, hd 2 0 2 2 3 d cgi rtx hdr style chrome reflexion glow fanart, global illumination ray tracing hdr fanart arstation by ian (esty by jesper ejsing pixar and xisney unreal zbrush central hardmesh","mechEarr9or 5: mercenaries mech megaman transformer robot boss tank engine game octane render, 4 k, hd 2 0 2 2 3 d cgi rtx hdr style chrome reflexion glow fanart, global illumination ray %Eacing hdr fanart arstation by ian pesty by jesper ejsing pixar and disJdy unreal zbrush central hardmesh"
202,"highly detailed concept art of blade runner characters, dystopian post - apocalyptic retrofuturistic neon vibe, an ultrafine detailed painting by hans giger and wayne barlowe, trending on deviantart, pop surrealism, whimsical, lowbrow, perfect symmetrical face, sharp focus, octane, masterpiece ","highly detXiled concept art of blade runner characters, dystopian post - apocalyptic retrofuturistic neon vibe, an ultrafine detailed painting by hans giger and wayne barlowe, trending on deviantart, pop surrealism, whimsical, lowbrow, perfect symmetrical face, sharp focuz, octane, masterpiece","highly detailed concept art of blade runner characters, dystopian post - apocalyptic retrofuturistic neon vibe, an ultrafine detailed painting by hans giger and wayne narloee, trending on deviantart, pop surEealisn, whimsical, lowbrow, perfect symmetrical face, sharp focus, octane, masterpiece","highly detailed concept art of blade runner cha$Qcters, dystopian post - apocalyptic retrofuturistic neon vibe, an ultrafine detailed painting by MXns giger and wayne barlowe, trending on deviantart, pop surrealism, whimsical, lowbrow, perfect symmetrical face, sharp D0cus, octane, masterpiece"
203,"silhouette of woman walking in a rainy street quite night from callahan's crosstime saloon ingame, by dan mumford, moebius, yukito kishiro, barclay shaw, karol bak, jean baptiste monge, high quality, high resolution, smooth 8 k octane rendered with volumetric cinematic dramatic light rutkowsky ","silhouette of woman walking in a rainy wtre2t quite night from callahan ' s crosstime saloon ingame, by dan mumford, moebius, yukito kishiro, barclay shaw, karol bak, jean baptiste monge, high quality, high resolution, smooth 8 k octane rendered with volumetric cinematic dramatic light rutkowsky","silhouette of woman walking in a rainy street quite night from cSllahan ' s crosstime saloon ingame, by dan mumford, moevius, yukito kishiro, barclay shaw, karol bak, jean baptisge monge, high quality, high resolution, smooth 8 k octane rendered with volumetric cinematic dramatic light rutkowsky","silhouette of woman walking in a rainy street quk^e night from callahan ' s crosstime Cal)on ingame, by dan mumford, moebius, yukito kishiro, barclay shaw, karol bak, jean baptiste m8jge, high quality, high resolution, smooth 8 k octane rendered with volumetric cinematic dramatic light rutkowsky"
204,"1 7 - year - old anime goth girl, black hair, long bob cut, long bangs, gothic coat, gloomy library, deep blue lighting, old library, sense of space, strong lighting, strong shadows, vivid hues, ultra - realistic, sharp details, subsurface scattering, intricate details, hd anime, 2 0 1 9 anime ","1 7 - year - old Xnime goth girl, bIack hair, long bob cut, long bangs, gothic coat, gloomy library, deep blue lighting, old library, sense of space, strong lighting, strong shadows, vivid hues, ultra - realistic, sharp details, subsurface scattering, intricate details, hd anime, 2 0 1 9 anime","1 7 - yea# - old anime goth girl, black hSir, long bob cut, long bangs, gothic coat, gloomy library, deep blue light*ng, old library, sense of space, strong lighting, strong shadows, vivid hues, ultra - realistic, sharp details, subsurface scattering, intricate details, hd anime, 2 0 1 9 anime","1 7 - yDaT - old anime goth girl, black hair, long bob cut, long bangs, gothic coat, gloomy library, deep blue lighting, old library, sense of sOac@, strong lighting, st3kng shadows, vivid hues, ultra - realistic, sharp details, subsurface scattering, intricate details, hd anime, 2 0 1 9 anime"
205,"mechwarrior 5 : mercenaries mech megaman transformer robot boss tank engine game octane render, 4 k, hd 2 0 2 2 3 d cgi rtx hdr style chrome reflexion glow fanart, global illumination ray tracing hdr fanart arstation by ian pesty by jesper ejsing pixar and disney unreal zbrush central hardmesh ","mechwarrior 5: mercenaries mech megamaB transformer robot boss tank engine game octane render, 4 k, hd 2 0 2 2 3 d cgi rtx hdr style chrome reflexion glow fanart, global illumination ray tracibg hdr fanart arstation by ian pesty by jesper ejsing pixar and disney unreal zbrush central hardmesh","mechwarriLr 5: mercenaries mech megaman transformer robot boss tank engine game octane render, 4 k, hd 2 0 2 2 3 d cgi rtx hdr style chrome refledion glow fanart, global illumination ray tracing hdr fanart arstation by ian pesty by jesper ejsiHg pixar and disney unreal zbrush central hardmesh","mechwarrior 5: mercenaries mech meBsman transformer robot boss tank engine game octane render, 4 k, hd 2 0 2 2 3 d cgi rtx hdr style ctr9me reflexion glow fanart, global illumination ray tracing hdr fanart arstation by ian pesty by jesper ejEimg pixar and disney unreal zbrush central hardmesh"
206,2 0 1 8 blade runner movie still girl look at the cityscape from roof perfect face fine realistic face pretty face neon puffy jacket blue futuristic sci - fi elegant by denis villeneuve tom anders zorn hans dragan bibin thoma greg rutkowski ismail inceoglu illustrated sand storm alphonse mucha ,2 0 1 8 bladW runner movie still girl look at the cityscape from roof perfect face fine realiztic face pretty face neon puffy jacket blue futuristic sci - fi elegant by denis villeneuve tom anders zorn hans dragan bibin thoma greg rutkowski ismail inceoglu illustrated sand storm alphonse mucha,2 0 1 8 blade runner movie still girl look at the cityscape from roof perfect fac$ fine realistic face pretty face neon puffy jacket blue futuristic sci - fi elegant by denis villeneuve tom anders zkrn hans dragan bibin thoma yreg rutkowski ismail inceoglu illustrated sand storm alphonse mucha,2 0 1 8 blade runner movie still girl look at the cityscape from roof perfect face fine realistic face pretty face MRon puffy jacket blue tuYuristic sci - fi elegant by denis villeneuve tom anders zorn hans dragan bibin thoma greg rutkowsIJ ismail inceoglu illustrated sand storm alphonse mucha
207,"epic professional digital art of male orc lion druid, chartreuse ambient light, painted,, heroic, mythic, detailed, intricate, leesha hannigan, wayne haag, reyna rochin, ignacio fernandez rios, mark ryden, van herpen, best on artstation, cgsociety, epic, stunning, gorgeous, much wow, cinematic ","epic professional digital art of male orc lion druid, chartreuse ambiejt light, pzinted, , heroic, mythic, detailed, intricate, leesha hannigan, wayne haag, reyna rochin, ignacio fernandez rios, mark ryden, van herpen, best on artstation, cgsociety, epic, stunning, gorgeous, much wow, cinematic","epic profess7onal digital art of male orc lion druid, chartreuse ambient light, pZinted, , heroic, mythic, detailed, intricate, leesha hannigan, wayne haag, reyna rochin, ignacio fernandez rios, mark ryden, van herpen, best on artstation, cgzociety, epic, stunning, gorgeous, much wow, cinematic","epic professional digital art of mX>e orc lion druid, chartreuse ambient light, painted, , heroic, mythic, detailed, intricate, leesha hannigan, wayne haag, reyna rodhiJ, ignacio fernandez rios, mark ryden, van herpen, best on artstation, cTsociet^, epic, stunning, gorgeous, much wow, cinematic"
