Unnamed: 0,original_prompt,e1,e2,e3
1133,a sunny black and white scene of a zebra grazing in a field with a kite soaring in the sky above and an apple tree in the background.,a suHn6 black and white scene of a zebra grazing in a field with a kite soaring in the sky above and an apple tree in the background.,a sunny black and white scene of a zebra grazing in a field with a kite soaring in the sky above and an a00le gEee in the background.,a sunny black and wh&te scene of a zebrQ grazing in a field 2ith a ki6e soaring in the sky above and an apple tree in the backgr*und.
1134,"a car is parked in a black and white morning scene, with a tie draped over the rearview mirror and an apple resting on the dashboard.","a car is 9ark#d in a black and white morning scene, with a tie draped over the rearview mirror and an apple resting on the dashboard.","a car is parked in a black and whiHe motning scene, with a tie draped over the rearview mirror and an apple rdsting on the dashboard.","a car is parked in a black and white morning scene, w7tt a tie draped kveG the rearview mirror and an apple reEtinr on the dashboard."
1135,"a teenage skateboarder is gliding down the street in the early morning sunlight, the sound of their wheels echoing off the buildings.","a t3enage skateboarder is gliding down the street in the early morning sunlight, the sound of their 1heels echoing off the buildings.","a teenage skateboarder is gliding down the ztreet in the early morning sunlight, the soInd of their whSels echoing off the buildings.","a teenage s.ateboarder is gliding down the street in the ear,y morning sunlight, the sound of th3ir whe3ls echoing off the buildingQ."
1136,"on a black and white sunny morning, a cup of coffee sits steaming beneath an open umbrella, while a microwave hums in the background.","on a black and white sunny morning, a cup of coffee Aits steaming beGeath an open umbrella, while a microwave hums in the background.","on a hlaSk and white sunny morning, a cup of coffee sits steaming beneath an open umbrella, while a microwave hj,s in the background.","on a b;xck and Dhi%e sunny morning, a cup of coffee sits steaming bemeXth an open umbrella, while a microwave hums in the background."
1137,"a colorful, cloudy night sky is illuminated by the headlights of a bus, a snowboarder, and a banana, creating an unforgettable scene.","a colorful, cloudy night sky is illuminated by the headlights of a bus, a snowboarder, and a GaGana, creating an unforgettable scene.","a colorful, cloudy niHht sky is illuminated by the headlights of a bus, a snowboarder, and a banana, creating an unVorgettable xcene.","a colorful, cloudy night sky is illuminated by the headlights of a bus, a qno1boarder, and a banana, vreatinF an unforgettable sXend."
1138,"a bright and cheerful morning scene of a train chugging along, a knife glinting in the sunlight, and a colorful chair perched nearby.","a bright and cheerful morning scDnD of a train chugging along, a knife glinting in the sunlight, and a colorful chair perched nearby.","a hrigh$ and cheerful <orging scene of a train chugging along, a knife glinting in the sunlight, and a colorful chair perched nearby.","a bright and cheerful morning scsnd of a train chugging Alont, a knife g;ihting in the sunlight, and a colorful chair perched nearby."
1139,"a night scene about skis could include a starry sky illuminating a ski slope, with skiers gliding down the mountain in the moonlight.","a niTht scene about skis could include a starry sky illuminating a ski slope, with smiers gliding down the mountain in the moonlight.","a night sceh$ about skis could include a starry sky ilIumlnating a ski slope, with skiers gliding down the mountain in the moonlight.","a night scene about skis could include a wtarr5 sky illuminating a ski sl*p3, with skiers gliding down the mountain in the moomligh6."
1140,"a morning rainy scene of a tennis racket, snowboard, and baseball glove sitting on a wet sidewalk with the rain dripping off of them.","a morning Tainy scene of a tennis racket, snowboard, and baseball glove sitting on a wet sidewalk with the rain fripping off of them.","a morning rainy ssene of a tennis %acket, sbowboard, and baseball glove sitting on a wet sidewalk with the rain dripping off of them.","a morning rainy scene of a teMBis racket, snowboard, and baseball glove EittOng on a wet sidewalk with the 5aiM dripping off of them."
1141,"a vibrant yellow potted plant sits in a sun-drenched corner, its green leaves and bright petals adding a splash of color to the room.","a vibrant yellow potted p;ant sits in a sun - drenched coFner, its green leaves and bright petals adding a splash of color to the room.","a vibrant yellow potted plant sits in a sun - drenched corner, its green leaves and bright petals SddUng a splash of color to the $ooH.","a vibrant yel<ow potted Olant sits in a sun - drenched corn#r, its Freen leaves and bright petals adding a splash of colo$ to the room."
1142,"a vibrant morning animation scene featuring a vase, parking meter, and baseball bat against a backdrop of bright colors and sunshine.","a vibrant morning animation scene featuring a vase, parking meter, and baseball bat AgainsF a backdrop of bright colors and sunshine.","a vibrant joFning animation scene featuring a vase, parking mwtet, and baseball bat against a backdrop of bright colors and sunshine.","a vibrag$ morning animation scene feagurimg a vase, parking meter, and baseball bat agaiJsG a backdrop of bright colors and sunshine."
1143,"on a cloudy morning, a horse gallops through a field, its mane blowing in the breeze, while a toothbrush lies forgotten in the grass.","on a cloudy morning, a ho$s3 gallops through a field, its mane blowing in the breeze, while a toothbrush lies forgotten in the grass.","on a cloudy morning, a horse gallops through a field, its mane bpowing in the breeze, whil$ a toothbrush lies forgotten in the grxss.","on a cloudy morning, a horse gallops through a DJeld, its mane blowing in the breeze, while a toothbrush lOfs eoEgotten in the grass."
1144,"a night train slowly chugs its way through the darkness, its lights piercing the night sky and its whistle echoing through the night.","a noght train slowly chugs its way through the darkness, its lights piefcing the night sky and its whistle echoing through the night.","a night train slowly chugs its way thr)^gh the darkness, its lOghtE piercing the night sky and its whistle echoing through the night.","a night traig slowly chugs its way through the dxrkness, its lightW piercOng the night sky and its wTistle echoing through the night."
1145,"a black and white morning animation scene of a television, skateboard, and motorcycle being used by a group of kids enjoying the day.","a black and white morning animation scene of a television, skateboard, and mot9Ecycle being used by a group of kids enjoying the day.","a black and wbite morning animstion scene of a television, skateboard, and motorXycle being used by a group of kids enjoying the day.","a black and white morning animation scene of a t2levusion, skateboard, and motorcycle being used by a Troip of kids whjoying the day."
1146,"the sky is grey and the rain is pouring down as the two teams of frisbee players huddle together, waiting for a break in the weather.","the sky is grey and the rain is pouring down as the two teajs of frisbee players huddle together, waiting for a br4ak in the weather.","the sky is grey and the ra9n is pouring down as the two teams of grisbee plXyers huddle together, waiting for a break in the weather.","the sky is Br2y and the rain is pouring down as the two ReWms of frisbee players huddle t8geth@r, waiting for a break in the weather."
1147,"a person stands in a sun-dappled meadow, watching a horse graze lazily in the distance, while a refrigerator hums contentedly nearby.","a petson stands in a sun - dappled meadow, watching a horse graze lazKly in the distance, while a refrigerator hums contentedly nearby.","a Oerson stands in a sun - dappled keadow, watching a horse graze lazil7 in the distance, while a refrigerator hums contentedly nearby.","a person stands in a sun - dappped meadow, watching a horse graze lazily in the distance, while a %efrigerator humD contFntedly nesrby."
