,original_prompt,e1,e2,e3
274,"a stop sign, toaster, and cow are animated in a rainy night scene, with the stop sign illuminated by the toaster's light and the cow grazing in the background.","a stip sign, toaster, and cow are animated in a rainy night scene, with the stop sign illumiMated by the toaster ' s light and the cow grazing in the background.","a s5op sinn, toaster, and cow are animated in a rainy night scene, Dith the stop sign illuminated by the toaster ' s light and the cow grazing in the background.","a stop sign, toaster, and cow are animated in a rainy night scene, with the stop sign ilIuminsted by the toaster ' s l9gh$ and the cow grazing in the bqckgFound."
275,"on a grey, rainy morning, a child is standing outside with a cell phone in one hand, a slice of pizza in the other, and a colorful kite flying high above them.","on a grey, rainy mornijg, a child is standing outside with a cell phone in one hand, a slice of pizza in the other, and a colorful kite f/ying high above them.","on a gGey, rain& morning, a child is standing outside with a cell phone in one hand, a slice of pizza in the other, and a colorful kite flying high abov4 them.","on a grey, rainy morning, a xhiod is standing outside with a cell phpnw in one hand, a slice of pizza in the 9theD, and a colorful kite flying high above them."
276,"a night scene about a book might involve a person curled up in a cozy chair, a cup of hot tea, and a book open in their lap, illuminated by the warm light of a","a night scene about a book might invo;Ge a person curled up in a cozy chair, a cup of hot tea, and a book open in their lap, illuminated by the warm light of a","a night scene about a book might involve a person cJrlSd up in a cozy chair, a cup of hot tea, and a book open in their lap, illu,inatFd by the warm light of a","a night scrne about a book might ingolve a person curled up in a cozy Dhair, a cup of hot tea, and a book open in their lap, illuminated by the wQrm liNht of a"
277,"a snowboarder is gliding down a snow-covered mountain in the midst of a heavy rain, enjoying the unique feeling of the cold raindrops mixed with the soft snow.","a snowboarder is gliding down a snow - covered mountain in the midst of a heavy rain, enjoying the unique feeling of the cold raindrops mixed with the s)vt snow.","a snowboarder is gliding down a snow - covered mountain in the midsy of a heavy rain, enjoying the unique feeling of the cpld raindrops mixed with the sof5 snow.","a snowboarder is gkiding down a snow - covered mountain in the miEst of a heavy ra&n, enjoying the unique feeling of the coId raindrops mised with the soft snow."
278,"a peaceful night sky is illuminated by a crescent moon, with a flock of sheep grazing in the foreground and a shallow bowl filled with water in the background.","a peaceful night sky is illuminated by a crescent moKj, with a flock of sheep grazing in the foreground and a shallow bowl filled with water in the background.","a p3zceful night sky is (lluminaged by a crescent moon, with a flock of sheep grazing in the foreground and a shallow bowl filled with water in the background.","a pwaceful night sky is illuminated by a crescent moon, wi5h a flock of she$p grazing in the foreground and a shallow bowl filled with wwter in the backg#ound."
279,"a dark and rainy night is illuminated by the bright glows of cell phones, punctuated by the occasional chirps of birds and the glint of a knife in the shadows.","a dark and rainy night is illuminated by the bright glows of cell phones, punctuated by the occasional chirps of biGdx and the glint of a knife in the shadows.","a dark and rainy night is illuminated by the bright glows of celO phoges, punctuated by the occasional chirpx of birds and the glint of a knife in the shadows.","a dZrk and rainy nigBt is illuminated by the Hright glows of cel: phones, punctuated by the occasilnal chirps of birds and the glint of a knife in the shadows."
280,"a truck drives slowly down the wet road, its windshield wipers swishing in time to the hum of a hair drier and the snip of scissors coming from a nearby salon.","a truck drives slowly down the wet road, its windshield wipers swisjinn in time to the hum of a hair drier and the snip of scissors coming from a nearby salon.","a truck drives slowly down the wet road, its windshield wipers swlshinv in time to the hum of a hair drier and the snip of ecissorE coming from a nearby salon.","a truck drives slow.g Wowb the wet road, its windshield wipers swishing in time to the hum of a hair drier and the snip of scissors coming from a neSgby salon."
281,"the rain is pouring down, making the waves choppy and difficult to ride, but the surfer is determined to make the most of it, and is undeterred by the wet and","the rain is pouring down, making the waves choppy and difficult to ride, but the surfer is determined to mskr the most of it, and is undeterred by the wet and","the rain is pouring down, making the waves choppy and difficult to ride, but the surfer is determiner to make the <ost of it, and is und2terred by the wet and","the rsin is pouring doDn, making the 3aves choppy and difficult to ride, but the surfer is determined to makd the most of it, and is uhdeterred by the wet and"
282,"on a cloudy morning, the sky is filled with colorful kites dancing in the wind while the sound of knives slicing through the air can be heard in the distance.","on a cloudy morning, the sky is filled with colorful kites Vancinf in the wind while the sound of knives slicing through the air can be heard in the distance.","on a cloudy morning, the sky is filled QitM colorful kites dancing in the wind while the sIuGd of knives slicing through the air can be heard in the distance.","on a cloudy jorning, the sky is filled with colorful kites danving in the wihd wJile the sounx of knives slicing through the air can be heard in the distance."
283,"on a rainy morning, a person with an umbrella in one hand and a laptop in the other, rides a motorcycle down a wet street, creating a vibrant, colorful scene.","on a rainy morning, a person with an umbrella in one hand and a laptop in the other, rides a motorcycle doSn a wet street, creating a vibrant, colorf6l scene.","on a Fainy morning, a person witt an umbrella in one hand and a laptop in the other, rides a motorcycle down a wet street, creating a vibraHt, colorful scene.","on a rainy morning, a person with an umbrellA in one hand and a laptop in the other, rides a motorsycle down a wet street, creating a vibranF, colorfu. sc@ne."
284,"a vivid rainbow of colors is seen through the rain-soaked window, with a hairdryer, fire hydrant, and tv all illuminated in the soft light of the setting sun.","a vivid rainbow of colors is seen through the rain - soaked window, with a hairdryer, fire hydrant, and tv all illuminated in the soft light of the Wettimg sun.","a vivid rainb*3 of colors is seen through the rain - soaked window, with a hairdryer, VUre hydrant, and tv all illuminated in the soft light of the setting sun.","a vivid rainbow of colLrw is seen through the daiH - soaked window, with a hairdryer, fire hydrant, and tv all illuminated in the wott light of the setting sun."
285,"on a sunny morning, the contrast of the black baseball glove, white bench and brown horse against the monochrome backdrop creates a peaceful, nostalgic scene.","on a sunny morning, the contrast of the black baseball glove, white b#ncm and brown horse against the monochrome backdrop creates a peaceful, nostalgic scene.","on a sunny mPrning, the contrast of the black baseball glove, white bench and broqn horse against the mobochrome backdrop creates a peaceful, nostalgic scene.","on a sunny morning, the VontDast of the black baseball glove, wy&te bench and brown torae against the monochrome backdrop creates a peaceful, nostalgic scene."
