meta_prompt,synthetic_prompt
"In one sentence, Describe a colored scene about crosswalk sign.",a bright yellow crosswalk sign stands out against the vibrant green grass and blue sky.
"In one sentence, Describe a morning scene about limousine.","a luxurious black limousine glides through the streets in the early morning light, its engine purring quietly in the peacefulness of the"
"In one sentence, Describe a night scene about shotgun.","a night scene about shotgun might include a person holding a shotgun, illuminated by the moonlight, ready to fire."
"In one sentence, Describe a morning scene about oven.","the sun is just beginning to rise, casting a warm glow on the kitchen as the smell of freshly baked bread wafts from the oven."
"In one sentence, Describe a night scene about trash bin.","a night scene of a trash bin overflowing with discarded items, illuminated by the moonlight."
"In one sentence, Describe a real scene about shorts.","a group of children are playing in a park on a sunny day, all wearing brightly colored shorts."
"In one sentence, Describe a black and white scene about toothpaste.","a close-up of a white tube of toothpaste against a black background, with a white toothbrush beside it."
"In one sentence, Describe a animation scene about door.","a cartoon character wildly opens a door with a creaky sound, only to find a surprise on the other side."
"In one sentence, Describe a sketch scene about tableware.","a family of four sits around a dinner table, enjoying a meal with mismatched tableware from different eras."
"In one sentence, Describe a morning scene about door.","a bright, sunny morning with the door open, letting in a gentle breeze and the sound of birds singing."
"In one sentence, Describe a night scene about traffic sign.","the night sky is illuminated by the bright yellow and red streetlights, creating a mesmerizing effect as cars drive by, passing the illuminated traffic"
"In one sentence, Describe a sunny scene about kite.","a bright, sunny day with children running around, laughing and playing, while colorful kites soar high in the sky."
"In one sentence, Describe a morning scene about shelf.","a morning sun is shining on the shelf, illuminating the various items resting on its surface."
"In one sentence, Describe a sunny scene about kitchen knife.","a bright, sunny kitchen is filled with glinting knives, reflecting the light and adding a cheerful sparkle to the room."
"In one sentence, Describe a animation scene about speaker.","a speaker is animatedly presenting their speech to an audience, with their voice and gestures emphasizing their words."
"In one sentence, Describe a real scene about crosswalk sign.","a group of people are waiting to cross the street at a crosswalk, while a bright yellow sign with a black silhouette of a person walking"
"In one sentence, Describe a sunny scene about woman.","a woman stands in a sun-drenched meadow, her face lit up with joy as she takes in the beauty of the day."
"In one sentence, Describe a animation scene about swimwear.",a cartoon scene of a beach with people in colorful swimwear playing in the waves and enjoying the sun.
"In one sentence, Describe a night scene about toilet.","the night sky was illuminated by the bright moonlight, casting an eerie glow on the lone toilet in the empty parking lot."
"In one sentence, Describe a rainy scene about punching bag.","a rainy scene of a lone punching bag swaying in the wind, drops of water splattering off its surface as it is hit from all"
"In one sentence, Describe a sketch scene about cd.",a sketch scene about a cd would be a group of people trying to figure out how to play a cd on an outdated cd player.
"In one sentence, Describe a cloudy scene about book.","a cloudy scene about a book might look like a library filled with books, with the sun's rays barely visible through the windows, casting a"
"In one sentence, Describe a morning scene about tea.","a bright morning sun is shining through the window, illuminating the steam rising from a freshly brewed cup of tea."
"In one sentence, Describe a night scene about slippers.",a cozy night scene of fluffy slippers by a crackling fire with a warm cup of tea.
"In one sentence, Describe a black and white scene about wine glass.",a black and white scene of a single wine glass sitting on a wooden table in the moonlight.
"In one sentence, Describe a morning scene about bear.","a bear slowly wakes up from its slumber in a meadow, stretching its limbs and yawning as the morning sun rises."
